geography,date,claims
COWLITZ, 02/18/23,79
DOUGLAS, 02/18/23,29
FERRY, 02/18/23,5
FRANKLIN, 02/18/23,61
GARFIELD, 02/18/23,0
GRANT, 02/18/23,52
GRAYS HARBOR, 02/18/23,77
ISLAND, 02/18/23,31
JEFFERSON, 02/18/23,15
KING, 02/18/23,1304
KITSAP, 02/18/23,114
KITTITAS, 02/18/23,36
KLICKITAT, 02/18/23,6
LEWIS, 02/18/23,84
LINCOLN, 02/18/23,8
MASON, 02/18/23,35
OKANOGAN, 02/18/23,20
PACIFIC, 02/18/23,13
PEND OREILLE, 02/18/23,8
PIERCE, 02/18/23,666
SAN JUAN, 02/18/23,4
SKAGIT, 02/18/23,85
SKAMANIA, 02/18/23,8
SNOHOMISH, 02/18/23,517
SPOKANE, 02/18/23,289
STEVENS, 02/18/23,37
THURSTON, 02/18/23,173
WAHKIAKUM, 02/18/23,1
WALLA WALLA, 02/18/23,21
WHATCOM, 02/18/23,137
WHITMAN, 02/18/23,5
YAKIMA, 02/18/23,137
ADAMS, 02/25/23,10
ASOTIN, 02/25/23,3
BENTON, 02/25/23,152
CHELAN, 02/25/23,46
CLALLAM, 02/25/23,39
CLARK, 02/25/23,247
COLUMBIA, 02/25/23,1
COWLITZ, 02/25/23,82
DOUGLAS, 02/25/23,19
FERRY, 02/25/23,1
FRANKLIN, 02/25/23,80
GARFIELD, 02/25/23,1
GRANT, 02/25/23,67
GRAYS HARBOR, 02/25/23,63
ISLAND, 02/25/23,19
JEFFERSON, 02/25/23,11
KING, 02/25/23,1139
KITSAP, 02/25/23,119
KITTITAS, 02/25/23,36
KLICKITAT, 02/25/23,10
LEWIS, 02/25/23,72
LINCOLN, 02/25/23,8
MASON, 02/25/23,48
OKANOGAN, 02/25/23,18
PACIFIC, 02/25/23,11
PEND OREILLE, 02/25/23,7
PIERCE, 02/25/23,619
SAN JUAN, 02/25/23,5
SKAGIT, 02/25/23,85
SKAMANIA, 02/25/23,6
SNOHOMISH, 02/25/23,511
SPOKANE, 02/25/23,336
STEVENS, 02/25/23,27
THURSTON, 02/25/23,182
WAHKIAKUM, 02/25/23,3
WALLA WALLA, 02/25/23,23
WHATCOM, 02/25/23,114
WHITMAN, 02/25/23,7
YAKIMA, 02/25/23,202
ADAMS, 03/04/23,15
ASOTIN, 03/04/23,4
BENTON, 03/04/23,188
CHELAN, 03/04/23,67
CLALLAM, 03/04/23,80
CLARK, 03/04/23,337
COLUMBIA, 03/04/23,1
COWLITZ, 03/04/23,140
DOUGLAS, 03/04/23,26
FERRY, 03/04/23,7
FRANKLIN, 03/04/23,132
GARFIELD, 03/04/23,2
GRANT, 03/04/23,66
GRAYS HARBOR, 03/04/23,84
ISLAND, 03/04/23,30
JEFFERSON, 03/04/23,18
KING, 03/04/23,1383
KITSAP, 03/04/23,150
KITTITAS, 03/04/23,23
KLICKITAT, 03/04/23,16
LEWIS, 03/04/23,96
LINCOLN, 03/04/23,2
MASON, 03/04/23,49
OKANOGAN, 03/04/23,31
PACIFIC, 03/04/23,31
PEND OREILLE, 03/04/23,6
PIERCE, 03/04/23,696
SAN JUAN, 03/04/23,5
SKAGIT, 03/04/23,92
SKAMANIA, 03/04/23,10
SNOHOMISH, 03/04/23,569
SPOKANE, 03/04/23,359
STEVENS, 03/04/23,47
THURSTON, 03/04/23,171
WAHKIAKUM, 03/04/23,3
WALLA WALLA, 03/04/23,26
WHATCOM, 03/04/23,159
WHITMAN, 03/04/23,7
YAKIMA, 03/04/23,244
ADAMS, 03/11/23,18
ASOTIN, 03/11/23,4
BENTON, 03/11/23,197
CHELAN, 03/11/23,76
CLALLAM, 03/11/23,48
CLARK, 03/11/23,213
COLUMBIA, 03/11/23,0
COWLITZ, 03/11/23,79
DOUGLAS, 03/11/23,31
FERRY, 03/11/23,6
FRANKLIN, 03/11/23,144
GARFIELD, 03/11/23,0
GRANT, 03/11/23,62
GRAYS HARBOR, 03/11/23,77
ISLAND, 03/11/23,15
JEFFERSON, 03/11/23,17
KING, 03/11/23,1134
KITSAP, 03/11/23,129
KITTITAS, 03/11/23,27
KLICKITAT, 03/11/23,3
LEWIS, 03/11/23,84
LINCOLN, 03/11/23,9
MASON, 03/11/23,32
OKANOGAN, 03/11/23,24
PACIFIC, 03/11/23,17
PEND OREILLE, 03/11/23,11
PIERCE, 03/11/23,671
SAN JUAN, 03/11/23,3
SKAGIT, 03/11/23,91
SKAMANIA, 03/11/23,4
SNOHOMISH, 03/11/23,489
SPOKANE, 03/11/23,327
STEVENS, 03/11/23,41
THURSTON, 03/11/23,174
WAHKIAKUM, 03/11/23,1
WALLA WALLA, 03/11/23,23
WHATCOM, 03/11/23,119
WHITMAN, 03/11/23,14
YAKIMA, 03/11/23,164
ADAMS, 03/18/23,17
ASOTIN, 03/18/23,5
BENTON, 03/18/23,138
CHELAN, 03/18/23,58
CLALLAM, 03/18/23,28
CLARK, 03/18/23,205
COLUMBIA, 03/18/23,1
COWLITZ, 03/18/23,91
DOUGLAS, 03/18/23,31
FERRY, 03/18/23,2
FRANKLIN, 03/18/23,103
GARFIELD, 03/18/23,0
GRANT, 03/18/23,62
GRAYS HARBOR, 03/18/23,45
ISLAND, 03/18/23,18
JEFFERSON, 03/18/23,9
KING, 03/18/23,1172
KITSAP, 03/18/23,100
KITTITAS, 03/18/23,37
KLICKITAT, 03/18/23,14
LEWIS, 03/18/23,55
LINCOLN, 03/18/23,0
MASON, 03/18/23,32
OKANOGAN, 03/18/23,30
PACIFIC, 03/18/23,16
PEND OREILLE, 03/18/23,8
PIERCE, 03/18/23,601
SAN JUAN, 03/18/23,6
SKAGIT, 03/18/23,68
SKAMANIA, 03/18/23,4
SNOHOMISH, 03/18/23,540
SPOKANE, 03/18/23,284
STEVENS, 03/18/23,64
THURSTON, 03/18/23,188
WAHKIAKUM, 03/18/23,4
WALLA WALLA, 03/18/23,25
WHATCOM, 03/18/23,114
WHITMAN, 03/18/23,7
YAKIMA, 03/18/23,181
ADAMS, 03/25/23,11
ASOTIN, 03/25/23,4
BENTON, 03/25/23,150
CHELAN, 03/25/23,53
CLALLAM, 03/25/23,29
CLARK, 03/25/23,235
COLUMBIA, 03/25/23,1
COWLITZ, 03/25/23,72
DOUGLAS, 03/25/23,22
FERRY, 03/25/23,3
FRANKLIN, 03/25/23,66
GARFIELD, 03/25/23,0
GRANT, 03/25/23,72
GRAYS HARBOR, 03/25/23,59
ISLAND, 03/25/23,28
JEFFERSON, 03/25/23,8
KING, 03/25/23,1312
KITSAP, 03/25/23,97
KITTITAS, 03/25/23,25
KLICKITAT, 03/25/23,24
LEWIS, 03/25/23,60
LINCOLN, 03/25/23,3
MASON, 03/25/23,38
OKANOGAN, 03/25/23,33
PACIFIC, 03/25/23,15
PEND OREILLE, 03/25/23,7
PIERCE, 03/25/23,620
SAN JUAN, 03/25/23,1
SKAGIT, 03/25/23,89
SKAMANIA, 03/25/23,5
SNOHOMISH, 03/25/23,502
SPOKANE, 03/25/23,270
STEVENS, 03/25/23,24
THURSTON, 03/25/23,169
WAHKIAKUM, 03/25/23,2
WALLA WALLA, 03/25/23,39
WHATCOM, 03/25/23,123
WHITMAN, 03/25/23,6
YAKIMA, 03/25/23,213
ADAMS, 04/01/23,5
ASOTIN, 04/01/23,4
BENTON, 04/01/23,131
CHELAN, 04/01/23,72
CLALLAM, 04/01/23,28
CLARK, 04/01/23,233
COLUMBIA, 04/01/23,1
COWLITZ, 04/01/23,81
DOUGLAS, 04/01/23,33
FERRY, 04/01/23,4
FRANKLIN, 04/01/23,71
GARFIELD, 04/01/23,1
GRANT, 04/01/23,65
GRAYS HARBOR, 04/01/23,66
ISLAND, 04/01/23,25
JEFFERSON, 04/01/23,9
KING, 04/01/23,1237
KITSAP, 04/01/23,107
KITTITAS, 04/01/23,21
KLICKITAT, 04/01/23,7
LEWIS, 04/01/23,56
LINCOLN, 04/01/23,2
MASON, 04/01/23,36
OKANOGAN, 04/01/23,33
PACIFIC, 04/01/23,23
PEND OREILLE, 04/01/23,7
PIERCE, 04/01/23,654
SAN JUAN, 04/01/23,1
SKAGIT, 04/01/23,89
SKAMANIA, 04/01/23,9
SNOHOMISH, 04/01/23,480
SPOKANE, 04/01/23,258
STEVENS, 04/01/23,33
THURSTON, 04/01/23,160
WAHKIAKUM, 04/01/23,3
WALLA WALLA, 04/01/23,19
WHATCOM, 04/01/23,125
WHITMAN, 04/01/23,8
YAKIMA, 04/01/23,253
ADAMS, 04/08/23,17
ASOTIN, 04/08/23,8
BENTON, 04/08/23,162
CHELAN, 04/08/23,125
CLALLAM, 04/08/23,40
CLARK, 04/08/23,325
COLUMBIA, 04/08/23,5
COWLITZ, 04/08/23,75
DOUGLAS, 04/08/23,76
FERRY, 04/08/23,3
FRANKLIN, 04/08/23,79
GARFIELD, 04/08/23,0
GRANT, 04/08/23,86
GRAYS HARBOR, 04/08/23,67
ISLAND, 04/08/23,37
JEFFERSON, 04/08/23,17
KING, 04/08/23,1538
KITSAP, 04/08/23,121
KITTITAS, 04/08/23,30
KLICKITAT, 04/08/23,7
LEWIS, 04/08/23,85
LINCOLN, 04/08/23,2
MASON, 04/08/23,28
OKANOGAN, 04/08/23,48
PACIFIC, 04/08/23,11
PEND OREILLE, 04/08/23,7
PIERCE, 04/08/23,759
SAN JUAN, 04/08/23,3
SKAGIT, 04/08/23,86
SKAMANIA, 04/08/23,5
SNOHOMISH, 04/08/23,614
SPOKANE, 04/08/23,325
STEVENS, 04/08/23,26
THURSTON, 04/08/23,183
WAHKIAKUM, 04/08/23,1
WALLA WALLA, 04/08/23,19
WHATCOM, 04/08/23,130
WHITMAN, 04/08/23,5
YAKIMA, 04/08/23,313
ADAMS, 04/15/23,12
ASOTIN, 04/15/23,3
BENTON, 04/15/23,143
CHELAN, 04/15/23,73
CLALLAM, 04/15/23,35
CLARK, 04/15/23,228
COLUMBIA, 04/15/23,2
COWLITZ, 04/15/23,83
DOUGLAS, 04/15/23,36
FERRY, 04/15/23,4
FRANKLIN, 04/15/23,82
GARFIELD, 04/15/23,1
GRANT, 04/15/23,68
GRAYS HARBOR, 04/15/23,87
ISLAND, 04/15/23,33
JEFFERSON, 04/15/23,9
KING, 04/15/23,1307
KITSAP, 04/15/23,134
KITTITAS, 04/15/23,21
KLICKITAT, 04/15/23,7
LEWIS, 04/15/23,77
LINCOLN, 04/15/23,3
MASON, 04/15/23,35
OKANOGAN, 04/15/23,38
PACIFIC, 04/15/23,14
PEND OREILLE, 04/15/23,7
PIERCE, 04/15/23,742
SAN JUAN, 04/15/23,0
SKAGIT, 04/15/23,90
SKAMANIA, 04/15/23,12
SNOHOMISH, 04/15/23,607
SPOKANE, 04/15/23,267
STEVENS, 04/15/23,24
THURSTON, 04/15/23,189
WAHKIAKUM, 04/15/23,2
WALLA WALLA, 04/15/23,31
WHATCOM, 04/15/23,123
WHITMAN, 04/15/23,5
YAKIMA, 04/15/23,222
ADAMS, 04/22/23,8
ASOTIN, 04/22/23,7
BENTON, 04/22/23,149
CHELAN, 04/22/23,75
CLALLAM, 04/22/23,35
CLARK, 04/22/23,246
COLUMBIA, 04/22/23,1
COWLITZ, 04/22/23,84
DOUGLAS, 04/22/23,23
FERRY, 04/22/23,0
FRANKLIN, 04/22/23,68
GARFIELD, 04/22/23,2
GRANT, 04/22/23,72
GRAYS HARBOR, 04/22/23,49
ISLAND, 04/22/23,31
JEFFERSON, 04/22/23,10
KING, 04/22/23,1184
KITSAP, 04/22/23,128
KITTITAS, 04/22/23,21
KLICKITAT, 04/22/23,9
LEWIS, 04/22/23,71
LINCOLN, 04/22/23,3
MASON, 04/22/23,47
OKANOGAN, 04/22/23,31
PACIFIC, 04/22/23,17
PEND OREILLE, 04/22/23,6
PIERCE, 04/22/23,675
SAN JUAN, 04/22/23,4
SKAGIT, 04/22/23,82
SKAMANIA, 04/22/23,5
SNOHOMISH, 04/22/23,492
SPOKANE, 04/22/23,233
STEVENS, 04/22/23,17
THURSTON, 04/22/23,184
WAHKIAKUM, 04/22/23,2
WALLA WALLA, 04/22/23,23
WHATCOM, 04/22/23,132
WHITMAN, 04/22/23,5
YAKIMA, 04/22/23,213
ADAMS, 04/29/23,7
ASOTIN, 04/29/23,6
BENTON, 04/29/23,167
CHELAN, 04/29/23,77
CLALLAM, 04/29/23,31
CLARK, 04/29/23,215
COLUMBIA, 04/29/23,1
COWLITZ, 04/29/23,91
DOUGLAS, 04/29/23,25
FERRY, 04/29/23,4
FRANKLIN, 04/29/23,59
GARFIELD, 04/29/23,0
GRANT, 04/29/23,55
GRAYS HARBOR, 04/29/23,49
ISLAND, 04/29/23,19
JEFFERSON, 04/29/23,6
KING, 04/29/23,1101
KITSAP, 04/29/23,120
KITTITAS, 04/29/23,10
KLICKITAT, 04/29/23,15
LEWIS, 04/29/23,69
LINCOLN, 04/29/23,2
MASON, 04/29/23,47
OKANOGAN, 04/29/23,27
PACIFIC, 04/29/23,12
PEND OREILLE, 04/29/23,8
PIERCE, 04/29/23,556
SAN JUAN, 04/29/23,2
SKAGIT, 04/29/23,74
SKAMANIA, 04/29/23,1
SNOHOMISH, 04/29/23,410
SPOKANE, 04/29/23,217
STEVENS, 04/29/23,26
THURSTON, 04/29/23,154
WAHKIAKUM, 04/29/23,0
WALLA WALLA, 04/29/23,23
WHATCOM, 04/29/23,131
WHITMAN, 04/29/23,9
YAKIMA, 04/29/23,214
ADAMS, 05/06/23,6
ASOTIN, 05/06/23,6
BENTON, 05/06/23,163
CHELAN, 05/06/23,78
CLALLAM, 05/06/23,45
CLARK, 05/06/23,232
COLUMBIA, 05/06/23,2
COWLITZ, 05/06/23,78
DOUGLAS, 05/06/23,33
FERRY, 05/06/23,5
FRANKLIN, 05/06/23,78
GARFIELD, 05/06/23,0
GRANT, 05/06/23,70
GRAYS HARBOR, 05/06/23,72
ISLAND, 05/06/23,32
JEFFERSON, 05/06/23,9
KING, 05/06/23,1336
KITSAP, 05/06/23,115
KITTITAS, 05/06/23,28
KLICKITAT, 05/06/23,20
LEWIS, 05/06/23,52
LINCOLN, 05/06/23,4
MASON, 05/06/23,42
OKANOGAN, 05/06/23,15
PACIFIC, 05/06/23,14
PEND OREILLE, 05/06/23,7
PIERCE, 05/06/23,667
SAN JUAN, 05/06/23,2
SKAGIT, 05/06/23,89
SKAMANIA, 05/06/23,3
SNOHOMISH, 05/06/23,463
SPOKANE, 05/06/23,261
STEVENS, 05/06/23,19
THURSTON, 05/06/23,203
WAHKIAKUM, 05/06/23,1
WALLA WALLA, 05/06/23,23
WHATCOM, 05/06/23,135
WHITMAN, 05/06/23,4
YAKIMA, 05/06/23,225
ADAMS, 05/13/23,9
ASOTIN, 05/13/23,3
BENTON, 05/13/23,200
CHELAN, 05/13/23,65
CLALLAM, 05/13/23,31
CLARK, 05/13/23,216
COLUMBIA, 05/13/23,1
COWLITZ, 05/13/23,55
DOUGLAS, 05/13/23,39
FERRY, 05/13/23,1
FRANKLIN, 05/13/23,126
GARFIELD, 05/13/23,1
GRANT, 05/13/23,125
GRAYS HARBOR, 05/13/23,55
ISLAND, 05/13/23,35
JEFFERSON, 05/13/23,11
KING, 05/13/23,1195
KITSAP, 05/13/23,84
KITTITAS, 05/13/23,26
KLICKITAT, 05/13/23,10
LEWIS, 05/13/23,74
LINCOLN, 05/13/23,4
MASON, 05/13/23,30
OKANOGAN, 05/13/23,22
PACIFIC, 05/13/23,15
PEND OREILLE, 05/13/23,5
PIERCE, 05/13/23,563
SAN JUAN, 05/13/23,0
SKAGIT, 05/13/23,106
SKAMANIA, 05/13/23,4
SNOHOMISH, 05/13/23,443
SPOKANE, 05/13/23,254
STEVENS, 05/13/23,18
THURSTON, 05/13/23,131
WAHKIAKUM, 05/13/23,0
WALLA WALLA, 05/13/23,37
WHATCOM, 05/13/23,165
WHITMAN, 05/13/23,21
YAKIMA, 05/13/23,213
ADAMS, 05/20/23,8
ASOTIN, 05/20/23,6
BENTON, 05/20/23,186
CHELAN, 05/20/23,67
CLALLAM, 05/20/23,36
CLARK, 05/20/23,191
COLUMBIA, 05/20/23,3
COWLITZ, 05/20/23,55
DOUGLAS, 05/20/23,44
FERRY, 05/20/23,0
FRANKLIN, 05/20/23,98
GARFIELD, 05/20/23,0
GRANT, 05/20/23,120
GRAYS HARBOR, 05/20/23,43
ISLAND, 05/20/23,18
JEFFERSON, 05/20/23,9
KING, 05/20/23,1006
KITSAP, 05/20/23,100
KITTITAS, 05/20/23,24
KLICKITAT, 05/20/23,5
LEWIS, 05/20/23,44
LINCOLN, 05/20/23,4
MASON, 05/20/23,30
OKANOGAN, 05/20/23,27
PACIFIC, 05/20/23,3
PEND OREILLE, 05/20/23,3
PIERCE, 05/20/23,533
SAN JUAN, 05/20/23,3
SKAGIT, 05/20/23,110
SKAMANIA, 05/20/23,6
SNOHOMISH, 05/20/23,413
SPOKANE, 05/20/23,251
STEVENS, 05/20/23,13
THURSTON, 05/20/23,143
WAHKIAKUM, 05/20/23,1
WALLA WALLA, 05/20/23,37
WHATCOM, 05/20/23,178
WHITMAN, 05/20/23,12
YAKIMA, 05/20/23,200
ADAMS, 05/27/23,21
ASOTIN, 05/27/23,4
BENTON, 05/27/23,175
CHELAN, 05/27/23,62
CLALLAM, 05/27/23,33
CLARK, 05/27/23,193
COLUMBIA, 05/27/23,2
COWLITZ, 05/27/23,66
DOUGLAS, 05/27/23,34
FERRY, 05/27/23,4
FRANKLIN, 05/27/23,193
GARFIELD, 05/27/23,0
GRANT, 05/27/23,80
GRAYS HARBOR, 05/27/23,47
ISLAND, 05/27/23,23
JEFFERSON, 05/27/23,7
KING, 05/27/23,1047
KITSAP, 05/27/23,102
KITTITAS, 05/27/23,26
KLICKITAT, 05/27/23,13
LEWIS, 05/27/23,57
LINCOLN, 05/27/23,2
MASON, 05/27/23,36
OKANOGAN, 05/27/23,23
PACIFIC, 05/27/23,19
PEND OREILLE, 05/27/23,5
PIERCE, 05/27/23,561
SAN JUAN, 05/27/23,4
SKAGIT, 05/27/23,112
SKAMANIA, 05/27/23,11
SNOHOMISH, 05/27/23,437
SPOKANE, 05/27/23,236
STEVENS, 05/27/23,21
THURSTON, 05/27/23,144
WAHKIAKUM, 05/27/23,1
WALLA WALLA, 05/27/23,34
WHATCOM, 05/27/23,168
WHITMAN, 05/27/23,6
YAKIMA, 05/27/23,230
ADAMS, 06/03/23,9
ASOTIN, 06/03/23,2
BENTON, 06/03/23,153
CHELAN, 06/03/23,71
CLALLAM, 06/03/23,38
CLARK, 06/03/23,181
COLUMBIA, 06/03/23,1
COWLITZ, 06/03/23,69
DOUGLAS, 06/03/23,40
FERRY, 06/03/23,3
FRANKLIN, 06/03/23,108
GARFIELD, 06/03/23,1
GRANT, 06/03/23,56
GRAYS HARBOR, 06/03/23,48
ISLAND, 06/03/23,19
JEFFERSON, 06/03/23,6
KING, 06/03/23,1131
KITSAP, 06/03/23,89
KITTITAS, 06/03/23,20
KLICKITAT, 06/03/23,9
LEWIS, 06/03/23,39
LINCOLN, 06/03/23,4
MASON, 06/03/23,37
OKANOGAN, 06/03/23,17
PACIFIC, 06/03/23,11
PEND OREILLE, 06/03/23,10
PIERCE, 06/03/23,636
SAN JUAN, 06/03/23,5
SKAGIT, 06/03/23,89
SKAMANIA, 06/03/23,5
SNOHOMISH, 06/03/23,456
SPOKANE, 06/03/23,237
STEVENS, 06/03/23,16
THURSTON, 06/03/23,150
WAHKIAKUM, 06/03/23,2
WALLA WALLA, 06/03/23,32
WHATCOM, 06/03/23,134
WHITMAN, 06/03/23,10
YAKIMA, 06/03/23,224
