variable,estimate,year,month,data_day,equiv_day,geography,concept
Total Passengers - IN,2624911,2019,08,2019-08-01,2023-08-01,Seattle-Tacoma International Airport,Airport Operations
Total Passengers - OUT,2655255,2019,08,2019-08-01,2023-08-01,Seattle-Tacoma International Airport,Airport Operations
PASSENGER GRAND TOTAL,5280166,2019,08,2019-08-01,2023-08-01,Seattle-Tacoma International Airport,Airport Operations
Domestic Air Freight - IN,14407,2019,08,2019-08-01,2023-08-01,Seattle-Tacoma International Airport,Airport Operations
Domestic Air Freight - OUT,13048,2019,08,2019-08-01,2023-08-01,Seattle-Tacoma International Airport,Airport Operations
Subtotal - Domestic Air Freight,27455,2019,08,2019-08-01,2023-08-01,Seattle-Tacoma International Airport,Airport Operations
International Air Freight - IN,7022,2019,08,2019-08-01,2023-08-01,Seattle-Tacoma International Airport,Airport Operations
International Air Freight - OUT,7315,2019,08,2019-08-01,2023-08-01,Seattle-Tacoma International Airport,Airport Operations
Subtotal - International Air Freight,14337,2019,08,2019-08-01,2023-08-01,Seattle-Tacoma International Airport,Airport Operations
Total Air Freight - IN,21429,2019,08,2019-08-01,2023-08-01,Seattle-Tacoma International Airport,Airport Operations
Total Air Freight - OUT,20363,2019,08,2019-08-01,2023-08-01,Seattle-Tacoma International Airport,Airport Operations
Air Freight Grand Total,41792,2019,08,2019-08-01,2023-08-01,Seattle-Tacoma International Airport,Airport Operations
Domestic Air Mail - IN,0,2019,08,2019-08-01,2023-08-01,Seattle-Tacoma International Airport,Airport Operations
Domestic Air Mail - OUT,0,2019,08,2019-08-01,2023-08-01,Seattle-Tacoma International Airport,Airport Operations
Subtotal - Domestic Air Mail,0,2019,08,2019-08-01,2023-08-01,Seattle-Tacoma International Airport,Airport Operations
International Air Mail - IN,0,2019,08,2019-08-01,2023-08-01,Seattle-Tacoma International Airport,Airport Operations
International Air Mail - OUT,0,2019,08,2019-08-01,2023-08-01,Seattle-Tacoma International Airport,Airport Operations
Subtotal - International Air Mail,0,2019,08,2019-08-01,2023-08-01,Seattle-Tacoma International Airport,Airport Operations
Total Air Mail - IN,0,2019,08,2019-08-01,2023-08-01,Seattle-Tacoma International Airport,Airport Operations
Total Air Mail - OUT,0,2019,08,2019-08-01,2023-08-01,Seattle-Tacoma International Airport,Airport Operations
Air Mail Grand Total,0,2019,08,2019-08-01,2023-08-01,Seattle-Tacoma International Airport,Airport Operations
Total Cargo - IN,21429,2019,08,2019-08-01,2023-08-01,Seattle-Tacoma International Airport,Airport Operations
Total Cargo - OUT,20363,2019,08,2019-08-01,2023-08-01,Seattle-Tacoma International Airport,Airport Operations
CARGO GRAND TOTAL,41792,2019,08,2019-08-01,2023-08-01,Seattle-Tacoma International Airport,Airport Operations
Air Carrier,42486,2019,08,2019-08-01,2023-08-01,Seattle-Tacoma International Airport,Airport Operations
Air Taxi,502,2019,08,2019-08-01,2023-08-01,Seattle-Tacoma International Airport,Airport Operations
General Aviation,236,2019,08,2019-08-01,2023-08-01,Seattle-Tacoma International Airport,Airport Operations
Military,6,2019,08,2019-08-01,2023-08-01,Seattle-Tacoma International Airport,Airport Operations
OPERATIONS GRAND TOTAL,43230,2019,08,2019-08-01,2023-08-01,Seattle-Tacoma International Airport,Airport Operations
Domestic Passengers - IN,1963732,2019,09,2019-09-01,2023-09-01,Seattle-Tacoma International Airport,Airport Operations
Domestic Passengers - OUT,1973732,2019,09,2019-09-01,2023-09-01,Seattle-Tacoma International Airport,Airport Operations
Subtotal - Domestic Passengers,3937464,2019,09,2019-09-01,2023-09-01,Seattle-Tacoma International Airport,Airport Operations
International Passengers - IN,266862,2019,09,2019-09-01,2023-09-01,Seattle-Tacoma International Airport,Airport Operations
International Passengers - OUT,254744,2019,09,2019-09-01,2023-09-01,Seattle-Tacoma International Airport,Airport Operations
Subtotal - International Passengers,521606,2019,09,2019-09-01,2023-09-01,Seattle-Tacoma International Airport,Airport Operations
Total Passengers - IN,2230594,2019,09,2019-09-01,2023-09-01,Seattle-Tacoma International Airport,Airport Operations
Total Passengers - OUT,2228476,2019,09,2019-09-01,2023-09-01,Seattle-Tacoma International Airport,Airport Operations
PASSENGER GRAND TOTAL,4459070,2019,09,2019-09-01,2023-09-01,Seattle-Tacoma International Airport,Airport Operations
Domestic Air Freight - IN,13434,2019,09,2019-09-01,2023-09-01,Seattle-Tacoma International Airport,Airport Operations
Domestic Air Freight - OUT,11880,2019,09,2019-09-01,2023-09-01,Seattle-Tacoma International Airport,Airport Operations
Subtotal - Domestic Air Freight,25314,2019,09,2019-09-01,2023-09-01,Seattle-Tacoma International Airport,Airport Operations
International Air Freight - IN,6851,2019,09,2019-09-01,2023-09-01,Seattle-Tacoma International Airport,Airport Operations
International Air Freight - OUT,4796,2019,09,2019-09-01,2023-09-01,Seattle-Tacoma International Airport,Airport Operations
Subtotal - International Air Freight,11647,2019,09,2019-09-01,2023-09-01,Seattle-Tacoma International Airport,Airport Operations
Total Air Freight - IN,20285,2019,09,2019-09-01,2023-09-01,Seattle-Tacoma International Airport,Airport Operations
Total Air Freight - OUT,16676,2019,09,2019-09-01,2023-09-01,Seattle-Tacoma International Airport,Airport Operations
Air Freight Grand Total,36961,2019,09,2019-09-01,2023-09-01,Seattle-Tacoma International Airport,Airport Operations
Domestic Air Mail - IN,0,2019,09,2019-09-01,2023-09-01,Seattle-Tacoma International Airport,Airport Operations
Domestic Air Mail - OUT,0,2019,09,2019-09-01,2023-09-01,Seattle-Tacoma International Airport,Airport Operations
Subtotal - Domestic Air Mail,0,2019,09,2019-09-01,2023-09-01,Seattle-Tacoma International Airport,Airport Operations
International Air Mail - IN,0,2019,09,2019-09-01,2023-09-01,Seattle-Tacoma International Airport,Airport Operations
International Air Mail - OUT,0,2019,09,2019-09-01,2023-09-01,Seattle-Tacoma International Airport,Airport Operations
Subtotal - International Air Mail,0,2019,09,2019-09-01,2023-09-01,Seattle-Tacoma International Airport,Airport Operations
Total Air Mail - IN,0,2019,09,2019-09-01,2023-09-01,Seattle-Tacoma International Airport,Airport Operations
Total Air Mail - OUT,0,2019,09,2019-09-01,2023-09-01,Seattle-Tacoma International Airport,Airport Operations
Air Mail Grand Total,0,2019,09,2019-09-01,2023-09-01,Seattle-Tacoma International Airport,Airport Operations
Total Cargo - IN,20285,2019,09,2019-09-01,2023-09-01,Seattle-Tacoma International Airport,Airport Operations
Total Cargo - OUT,16676,2019,09,2019-09-01,2023-09-01,Seattle-Tacoma International Airport,Airport Operations
CARGO GRAND TOTAL,36961,2019,09,2019-09-01,2023-09-01,Seattle-Tacoma International Airport,Airport Operations
Air Carrier,37549,2019,09,2019-09-01,2023-09-01,Seattle-Tacoma International Airport,Airport Operations
Air Taxi,365,2019,09,2019-09-01,2023-09-01,Seattle-Tacoma International Airport,Airport Operations
General Aviation,194,2019,09,2019-09-01,2023-09-01,Seattle-Tacoma International Airport,Airport Operations
Military,14,2019,09,2019-09-01,2023-09-01,Seattle-Tacoma International Airport,Airport Operations
OPERATIONS GRAND TOTAL,38122,2019,09,2019-09-01,2023-09-01,Seattle-Tacoma International Airport,Airport Operations
Domestic Passengers - IN,1897196,2019,10,2019-10-01,2023-10-01,Seattle-Tacoma International Airport,Airport Operations
Domestic Passengers - OUT,1917588,2019,10,2019-10-01,2023-10-01,Seattle-Tacoma International Airport,Airport Operations
Subtotal - Domestic Passengers,3814784,2019,10,2019-10-01,2023-10-01,Seattle-Tacoma International Airport,Airport Operations
International Passengers - IN,234373,2019,10,2019-10-01,2023-10-01,Seattle-Tacoma International Airport,Airport Operations
International Passengers - OUT,243405,2019,10,2019-10-01,2023-10-01,Seattle-Tacoma International Airport,Airport Operations
Subtotal - International Passengers,477778,2019,10,2019-10-01,2023-10-01,Seattle-Tacoma International Airport,Airport Operations
Total Passengers - IN,2131569,2019,10,2019-10-01,2023-10-01,Seattle-Tacoma International Airport,Airport Operations
Total Passengers - OUT,2160993,2019,10,2019-10-01,2023-10-01,Seattle-Tacoma International Airport,Airport Operations
PASSENGER GRAND TOTAL,4292562,2019,10,2019-10-01,2023-10-01,Seattle-Tacoma International Airport,Airport Operations
Domestic Air Freight - IN,14150,2019,10,2019-10-01,2023-10-01,Seattle-Tacoma International Airport,Airport Operations
Domestic Air Freight - OUT,12370,2019,10,2019-10-01,2023-10-01,Seattle-Tacoma International Airport,Airport Operations
Subtotal - Domestic Air Freight,26520,2019,10,2019-10-01,2023-10-01,Seattle-Tacoma International Airport,Airport Operations
International Air Freight - IN,7696,2019,10,2019-10-01,2023-10-01,Seattle-Tacoma International Airport,Airport Operations
International Air Freight - OUT,5338,2019,10,2019-10-01,2023-10-01,Seattle-Tacoma International Airport,Airport Operations
Subtotal - International Air Freight,13034,2019,10,2019-10-01,2023-10-01,Seattle-Tacoma International Airport,Airport Operations
Total Air Freight - IN,21846,2019,10,2019-10-01,2023-10-01,Seattle-Tacoma International Airport,Airport Operations
Total Air Freight - OUT,17708,2019,10,2019-10-01,2023-10-01,Seattle-Tacoma International Airport,Airport Operations
Air Freight Grand Total,39554,2019,10,2019-10-01,2023-10-01,Seattle-Tacoma International Airport,Airport Operations
Domestic Air Mail - IN,0,2019,10,2019-10-01,2023-10-01,Seattle-Tacoma International Airport,Airport Operations
Domestic Air Mail - OUT,0,2019,10,2019-10-01,2023-10-01,Seattle-Tacoma International Airport,Airport Operations
Subtotal - Domestic Air Mail,0,2019,10,2019-10-01,2023-10-01,Seattle-Tacoma International Airport,Airport Operations
International Air Mail - IN,0,2019,10,2019-10-01,2023-10-01,Seattle-Tacoma International Airport,Airport Operations
International Air Mail - OUT,0,2019,10,2019-10-01,2023-10-01,Seattle-Tacoma International Airport,Airport Operations
Subtotal - International Air Mail,0,2019,10,2019-10-01,2023-10-01,Seattle-Tacoma International Airport,Airport Operations
Total Air Mail - IN,0,2019,10,2019-10-01,2023-10-01,Seattle-Tacoma International Airport,Airport Operations
Total Air Mail - OUT,0,2019,10,2019-10-01,2023-10-01,Seattle-Tacoma International Airport,Airport Operations
Air Mail Grand Total,0,2019,10,2019-10-01,2023-10-01,Seattle-Tacoma International Airport,Airport Operations
Total Cargo - IN,21846,2019,10,2019-10-01,2023-10-01,Seattle-Tacoma International Airport,Airport Operations
Total Cargo - OUT,17708,2019,10,2019-10-01,2023-10-01,Seattle-Tacoma International Airport,Airport Operations
CARGO GRAND TOTAL,39554,2019,10,2019-10-01,2023-10-01,Seattle-Tacoma International Airport,Airport Operations
Air Carrier,37859,2019,10,2019-10-01,2023-10-01,Seattle-Tacoma International Airport,Airport Operations
Air Taxi,339,2019,10,2019-10-01,2023-10-01,Seattle-Tacoma International Airport,Airport Operations
General Aviation,143,2019,10,2019-10-01,2023-10-01,Seattle-Tacoma International Airport,Airport Operations
Military,4,2019,10,2019-10-01,2023-10-01,Seattle-Tacoma International Airport,Airport Operations
OPERATIONS GRAND TOTAL,38345,2019,10,2019-10-01,2023-10-01,Seattle-Tacoma International Airport,Airport Operations
Domestic Passengers - IN,1741475,2019,11,2019-11-01,2023-11-01,Seattle-Tacoma International Airport,Airport Operations
Domestic Passengers - OUT,1739668,2019,11,2019-11-01,2023-11-01,Seattle-Tacoma International Airport,Airport Operations
Subtotal - Domestic Passengers,3481143,2019,11,2019-11-01,2023-11-01,Seattle-Tacoma International Airport,Airport Operations
International Passengers - IN,202324,2019,11,2019-11-01,2023-11-01,Seattle-Tacoma International Airport,Airport Operations
International Passengers - OUT,209300,2019,11,2019-11-01,2023-11-01,Seattle-Tacoma International Airport,Airport Operations
Subtotal - International Passengers,411624,2019,11,2019-11-01,2023-11-01,Seattle-Tacoma International Airport,Airport Operations
Total Passengers - IN,1943799,2019,11,2019-11-01,2023-11-01,Seattle-Tacoma International Airport,Airport Operations
Total Passengers - OUT,1948968,2019,11,2019-11-01,2023-11-01,Seattle-Tacoma International Airport,Airport Operations
PASSENGER GRAND TOTAL,3892767,2019,11,2019-11-01,2023-11-01,Seattle-Tacoma International Airport,Airport Operations
Domestic Air Freight - IN,13132,2019,11,2019-11-01,2023-11-01,Seattle-Tacoma International Airport,Airport Operations
Domestic Air Freight - OUT,12184,2019,11,2019-11-01,2023-11-01,Seattle-Tacoma International Airport,Airport Operations
Subtotal - Domestic Air Freight,25316,2019,11,2019-11-01,2023-11-01,Seattle-Tacoma International Airport,Airport Operations
International Air Freight - IN,6439,2019,11,2019-11-01,2023-11-01,Seattle-Tacoma International Airport,Airport Operations
International Air Freight - OUT,4624,2019,11,2019-11-01,2023-11-01,Seattle-Tacoma International Airport,Airport Operations
Subtotal - International Air Freight,11063,2019,11,2019-11-01,2023-11-01,Seattle-Tacoma International Airport,Airport Operations
Total Air Freight - IN,19571,2019,11,2019-11-01,2023-11-01,Seattle-Tacoma International Airport,Airport Operations
Total Air Freight - OUT,16808,2019,11,2019-11-01,2023-11-01,Seattle-Tacoma International Airport,Airport Operations
Air Freight Grand Total,36379,2019,11,2019-11-01,2023-11-01,Seattle-Tacoma International Airport,Airport Operations
Domestic Air Mail - IN,0,2019,11,2019-11-01,2023-11-01,Seattle-Tacoma International Airport,Airport Operations
Domestic Air Mail - OUT,0,2019,11,2019-11-01,2023-11-01,Seattle-Tacoma International Airport,Airport Operations
Subtotal - Domestic Air Mail,0,2019,11,2019-11-01,2023-11-01,Seattle-Tacoma International Airport,Airport Operations
International Air Mail - IN,0,2019,11,2019-11-01,2023-11-01,Seattle-Tacoma International Airport,Airport Operations
International Air Mail - OUT,0,2019,11,2019-11-01,2023-11-01,Seattle-Tacoma International Airport,Airport Operations
Subtotal - International Air Mail,0,2019,11,2019-11-01,2023-11-01,Seattle-Tacoma International Airport,Airport Operations
Total Air Mail - IN,0,2019,11,2019-11-01,2023-11-01,Seattle-Tacoma International Airport,Airport Operations
Total Air Mail - OUT,0,2019,11,2019-11-01,2023-11-01,Seattle-Tacoma International Airport,Airport Operations
Air Mail Grand Total,0,2019,11,2019-11-01,2023-11-01,Seattle-Tacoma International Airport,Airport Operations
Total Cargo - IN,19571,2019,11,2019-11-01,2023-11-01,Seattle-Tacoma International Airport,Airport Operations
Total Cargo - OUT,16808,2019,11,2019-11-01,2023-11-01,Seattle-Tacoma International Airport,Airport Operations
CARGO GRAND TOTAL,36379,2019,11,2019-11-01,2023-11-01,Seattle-Tacoma International Airport,Airport Operations
Air Carrier,35255,2019,11,2019-11-01,2023-11-01,Seattle-Tacoma International Airport,Airport Operations
Air Taxi,348,2019,11,2019-11-01,2023-11-01,Seattle-Tacoma International Airport,Airport Operations
General Aviation,97,2019,11,2019-11-01,2023-11-01,Seattle-Tacoma International Airport,Airport Operations
Military,5,2019,11,2019-11-01,2023-11-01,Seattle-Tacoma International Airport,Airport Operations
OPERATIONS GRAND TOTAL,35705,2019,11,2019-11-01,2023-11-01,Seattle-Tacoma International Airport,Airport Operations
Domestic Passengers - IN,1916917,2019,12,2019-12-01,2023-12-01,Seattle-Tacoma International Airport,Airport Operations
Domestic Passengers - OUT,1937827,2019,12,2019-12-01,2023-12-01,Seattle-Tacoma International Airport,Airport Operations
Subtotal - Domestic Passengers,3854744,2019,12,2019-12-01,2023-12-01,Seattle-Tacoma International Airport,Airport Operations
International Passengers - IN,225100,2019,12,2019-12-01,2023-12-01,Seattle-Tacoma International Airport,Airport Operations
